,tconst,averageRating,numVotes
659116,tt1433804,6.3,18
659123,tt1433810,7.0,13280
659124,tt1433811,7.5,75877
659126,tt1433812,8.2,36
659131,tt1433816,7.7,4227
659135,tt1433822,4.1,19997
659137,tt1433824,4.5,202
659138,tt1433826,6.8,437
659150,tt1433851,6.1,100
659153,tt1433857,5.4,533
659184,tt1433910,6.7,246
659185,tt1433911,5.9,248
659188,tt1433915,5.6,516
659276,tt14342730,6.0,118
659286,tt14342928,6.7,39
659309,tt1434414,4.5,7
659318,tt1434423,7.3,3787
659319,tt1434424,4.7,50
659331,tt1434435,6.2,17467
659337,tt1434443,7.1,4915
659341,tt1434447,7.5,20687
659345,tt1434449,5.1,34
659391,tt14344992,5.5,989
659402,tt14345386,6.2,493
659411,tt14345460,7.9,38
659423,tt1434612,5.1,118
659427,tt1434618,5.7,515
659453,tt14347138,2.0,52
659548,tt1434925,4.7,393
659558,tt1434941,2.1,142
659561,tt1434944,5.3,465
659570,tt14349790,3.6,93
659701,tt14354100,6.5,237
659706,tt14354276,6.6,349
659756,tt1435507,6.1,16
659757,tt1435513,6.7,32091
659765,tt1435543,6.3,92
659784,tt14355860,6.8,475
659885,tt14357826,5.7,236
659910,tt14359238,5.0,21
659922,tt14359786,6.4,10
659923,tt1435979,7.0,10
659928,tt1435990,3.7,277
659931,tt1436005,7.8,6
659934,tt1436013,8.4,11
659941,tt1436034,5.0,1375
659942,tt1436035,6.0,19
659948,tt1436045,7.5,65679
659973,tt14361314,5.5,843
660026,tt14362510,6.3,62
660047,tt14363206,3.0,30
660058,tt1436336,5.8,214
660061,tt1436347,5.3,56
660066,tt1436370,3.3,130
660067,tt1436372,4.0,1571
660122,tt1436463,3.6,623
660125,tt1436468,7.0,9
660126,tt1436469,8.2,9
660139,tt1436486,4.2,38
660142,tt14364910,7.8,55
660162,tt14365338,7.8,320
660163,tt14365344,7.2,59
660177,tt1436559,4.8,9332
660178,tt1436560,6.1,212
660180,tt1436562,6.9,226869
660181,tt1436564,6.9,32
660184,tt1436568,6.1,17636
660188,tt1436572,5.4,2559
660189,tt1436577,4.3,158
660190,tt1436578,7.4,17
660192,tt14365820,3.1,55
660250,tt14368204,7.0,7
660262,tt14368632,6.8,84
660296,tt14369304,6.2,192
660373,tt14371060,5.3,776
660385,tt14371426,5.9,563
660420,tt14371900,7.5,531
660441,tt14372154,6.8,23
660448,tt14372246,4.9,124
660453,tt14372330,4.5,44
660470,tt1437274,5.5,39
660471,tt1437278,7.1,44
660482,tt1437320,4.3,7
660483,tt1437322,4.9,17
660486,tt1437330,8.3,22
660487,tt1437342,5.5,39
660493,tt1437357,6.5,5503
660494,tt1437358,7.2,42861
660497,tt1437362,5.4,657
660501,tt1437365,4.6,38
660502,tt1437366,7.0,4053
660504,tt1437370,5.9,33
660511,tt1437379,6.2,7
660519,tt1437413,6.7,11
660592,tt14376312,4.9,14
660599,tt14376496,4.4,28
660610,tt14376940,7.6,29
660666,tt14378330,4.8,18
660695,tt14379040,3.6,25
660699,tt14379852,6.0,101
660726,tt14381030,5.1,10
660747,tt1438171,6.7,63
660748,tt1438173,5.2,17977
660749,tt1438176,6.4,106329
660762,tt1438212,5.1,11
660763,tt1438214,4.3,119
660764,tt1438216,7.1,5621
660768,tt1438233,3.4,26
660769,tt1438239,6.7,11
660773,tt1438251,4.8,1468
660775,tt1438254,6.4,62371
660776,tt1438256,7.1,9
660790,tt1438295,7.6,17
660794,tt1438298,7.4,18727
660803,tt14383680,7.9,1795
660805,tt14384176,5.6,261
660806,tt14384232,7.0,20
660808,tt14384290,5.4,20
660820,tt1438461,4.9,3681
660822,tt1438463,6.2,3224
660842,tt1438493,6.3,107
660846,tt1438496,6.1,348
660861,tt1438522,5.5,2823
660864,tt1438525,4.5,942
660869,tt1438534,4.8,6217
660870,tt1438535,5.6,2743
660907,tt14387660,6.3,111
660945,tt14389466,8.7,8
660946,tt14389470,2.2,6
660953,tt14389708,5.3,58
660975,tt14390304,6.6,58
661019,tt14391088,6.0,403
661069,tt14392056,5.4,9
661159,tt1439443,6.2,29
661179,tt1439512,5.9,11
661186,tt1439531,5.5,13
661198,tt1439558,6.2,579
661199,tt1439559,3.1,115
661206,tt14395688,2.2,79
661211,tt1439572,7.0,60344
661225,tt14395898,5.3,85
661247,tt14396208,4.7,23
661255,tt14396368,5.6,78
661301,tt14397668,5.9,15
661369,tt14399096,6.9,91
661377,tt14399148,4.3,45
661448,tt1440110,6.4,70
661458,tt1440129,5.8,248157
661463,tt1440136,5.6,658
661466,tt1440146,6.5,722
661475,tt1440161,6.2,28822
661487,tt1440180,6.6,2952
661510,tt1440220,7.9,17
661518,tt1440232,7.1,25535
661535,tt14402530,5.3,224
661563,tt14402926,7.1,13127
661564,tt1440292,7.3,90934
661603,tt1440339,6.0,8
661608,tt1440345,6.7,35492
661613,tt14403480,8.6,44
661628,tt14403632,4.5,3038
661632,tt14403682,7.4,25
661633,tt14403702,5.2,9
661639,tt1440379,5.4,2244
661652,tt14403972,5.6,23
661658,tt14404280,5.5,2843
661675,tt14404708,5.4,8
661677,tt14404728,5.9,40
661712,tt14405338,5.5,3975
661749,tt14406178,5.1,162
661756,tt14406360,5.2,15
661802,tt1440728,6.3,97184
661804,tt1440731,6.1,24
661805,tt1440732,5.4,18689
661806,tt1440735,8.6,22
661807,tt1440736,8.0,10
661808,tt1440741,6.5,8137
661810,tt1440746,5.1,29
661811,tt1440747,5.0,44
661883,tt14409080,3.0,57
661963,tt1441083,6.7,465
661998,tt14412034,6.3,27
662049,tt14412524,2.6,268
662050,tt14412532,8.0,30
662051,tt14412536,4.2,64
662104,tt1441326,6.8,53327
662123,tt1441373,6.3,3636
662128,tt1441395,6.3,143343
662149,tt1441436,5.0,303
662173,tt1441474,7.4,17
662252,tt14416450,6.5,87
662253,tt14416466,7.8,22
662297,tt14417362,6.2,20
662327,tt14418138,4.5,277
662329,tt14418234,7.8,9299
662375,tt1441912,7.3,32940
662376,tt1441914,5.6,70
662387,tt1441931,7.3,6
662392,tt1441940,7.2,14250
662399,tt1441950,3.3,59
662400,tt1441951,6.8,20389
662401,tt1441952,6.8,65017
662402,tt1441953,7.2,29024
662405,tt1441954,7.9,11
662443,tt1442002,6.6,13
662508,tt1442237,5.3,26
662528,tt1442308,8.5,12
662591,tt1442486,4.7,996
662593,tt1442488,4.7,30
662595,tt1442492,3.8,846
662603,tt14425000,5.9,162
662607,tt1442505,5.5,35
662612,tt1442509,7.0,21
662616,tt1442512,6.1,366
662620,tt1442519,7.3,9344
662624,tt1442535,7.3,25
662630,tt1442543,6.8,192
662641,tt1442556,3.8,253
662648,tt1442567,7.5,16
662651,tt1442571,6.3,8114
662654,tt1442575,6.0,31
662655,tt1442576,4.4,2878
662658,tt1442580,6.7,820
662773,tt14427812,8.2,20
662792,tt14428606,6.9,1815
662794,tt14429000,6.6,293
662826,tt14430560,2.7,143
662833,tt14430964,5.0,25
662944,tt14433246,2.9,1364
662975,tt1443355,4.7,78
662979,tt14433628,7.8,53
662992,tt1443379,8.0,44
663005,tt14434022,7.3,74
663028,tt1443493,6.8,8
663041,tt14435184,5.1,154
663051,tt1443561,5.5,35
663053,tt1443565,6.1,14
663136,tt14438348,5.8,106
663200,tt14440038,7.4,104
663217,tt14440390,5.9,310
663277,tt14442328,2.5,438
663280,tt14442348,5.9,52
663285,tt1444250,7.2,8
663286,tt1444252,3.6,1161
663291,tt14442616,6.9,24
663296,tt1444266,5.4,115
663297,tt1444270,3.0,340
663326,tt1444322,4.4,180
663333,tt1444331,4.1,74
663400,tt14444416,7.3,68
663416,tt14444784,6.8,6
663434,tt14445134,5.4,667
663490,tt14446588,1.0,1637
663495,tt1444680,5.6,801
663501,tt1444696,5.9,11
663505,tt1444706,4.4,249
663547,tt14449392,5.0,2134
663556,tt14449464,5.4,272
663603,tt1445050,6.1,195
663604,tt1445057,6.0,92
663633,tt14450978,1.4,407
663666,tt1445202,5.8,356
663670,tt1445208,6.1,1050
663675,tt14452368,7.8,1280
663686,tt14452802,8.5,86
663697,tt14453030,3.9,214
663741,tt1445520,7.1,6058
663757,tt1445591,7.7,38
663774,tt14456198,3.1,28
663801,tt1445641,6.0,27
663806,tt1445650,5.5,8
663820,tt1445673,4.7,21
663870,tt1445729,5.1,197
663893,tt1445763,8.6,7
663905,tt1445787,6.5,73
664028,tt14459796,4.9,229
664054,tt14460090,6.4,45
664060,tt1446026,7.6,24
664078,tt1446069,5.4,75
664081,tt1446072,4.7,6780
664101,tt1446113,7.1,44
664110,tt1446130,6.3,739
664112,tt1446136,6.7,56
664117,tt1446147,5.5,5589
664123,tt1446157,8.2,9
664139,tt1446192,7.2,174481
664150,tt1446204,6.0,233
664154,tt1446208,6.9,1120
664202,tt14463426,7.1,145
664215,tt14463660,5.6,11
664264,tt14464962,3.8,1357
664265,tt1446498,3.2,258
664330,tt14465908,5.1,40
664339,tt14466064,5.5,176
664380,tt1446672,6.9,74
664387,tt1446682,5.0,257
664392,tt1446692,4.0,29
664394,tt1446695,5.8,975
664400,tt1446714,7.0,606220
664436,tt1446838,4.2,16
664538,tt14471254,7.3,119
664584,tt1447177,6.2,16
664715,tt14474588,6.6,1350
664737,tt1447479,6.0,2343
664738,tt1447480,6.6,390
664741,tt1447485,3.8,12
664746,tt1447493,6.7,250
664748,tt1447495,4.7,274
664752,tt1447499,6.4,1080
664753,tt1447500,7.7,22616
664797,tt14475870,5.5,221
664849,tt14477752,3.1,11
664853,tt1447780,4.5,110
664859,tt1447791,6.4,3390
664860,tt1447793,5.7,5868
664870,tt1447798,6.9,8
664872,tt1447800,6.3,649
664938,tt1447943,6.5,38
664939,tt1447944,5.4,75
664949,tt1447955,3.8,88
664954,tt1447971,5.0,346
664955,tt1447972,5.8,11408
665056,tt14483394,5.5,74
665141,tt1448497,5.3,112
665163,tt1448567,3.4,43
665179,tt14486338,7.8,9
665227,tt1448755,6.4,129922
665234,tt1448762,4.3,2533
665259,tt14488222,3.2,275
665285,tt14488794,7.0,182
665371,tt14490546,7.2,685
665375,tt14490618,6.5,3006
665397,tt14490832,6.2,367
665413,tt14490962,7.3,11
665478,tt1449283,7.1,25304
665514,tt14493552,5.5,266
665521,tt1449379,4.4,1261
665527,tt1449385,5.3,79
665531,tt1449393,5.9,14
665532,tt1449394,3.8,364
665533,tt1449395,5.6,79
665547,tt14494520,6.8,11
665548,tt14494586,6.5,862
665566,tt14494898,4.8,55
665705,tt14497264,2.9,58
665738,tt1449816,5.1,67
665816,tt14500114,6.9,15
665836,tt14500584,7.3,2951
665845,tt14500880,3.6,171
665872,tt1450140,4.7,393
665878,tt14501448,3.9,187
665880,tt1450146,6.5,27
665890,tt14502300,6.5,33
665895,tt14502354,6.1,35
665906,tt14502658,7.9,45
665913,tt14502754,4.2,13
665933,tt1450318,5.7,87
665936,tt1450321,7.0,109164
665944,tt1450328,6.6,1063
665945,tt1450330,6.0,1240
665946,tt1450331,3.9,118
665973,tt14503702,3.6,75
665980,tt14503918,6.0,290
665987,tt14504496,4.5,59
666014,tt1450635,6.7,572
666045,tt1450669,4.5,115
666057,tt1450672,5.7,219
666109,tt14507448,7.3,26
666133,tt14508380,4.8,256
666304,tt14513172,6.9,17
666316,tt14513350,2.6,81
666321,tt14513608,7.8,6
666344,tt1451386,3.8,80
666351,tt1451393,6.5,367
666367,tt1451409,7.5,12713
666377,tt1451422,4.4,25
666384,tt1451433,6.0,119
666386,tt1451436,6.7,27
666438,tt14515572,7.8,1507
666463,tt14516188,2.2,703
666464,tt1451620,6.1,387
666469,tt1451630,8.2,14
666471,tt1451632,5.9,363
666478,tt1451646,6.4,40
666484,tt1451661,7.0,9
666486,tt1451666,7.3,13
666488,tt1451668,7.1,11
666501,tt1451698,4.2,79
666526,tt1451797,6.9,2621
666527,tt1451798,4.5,35
666573,tt14518874,4.8,16
666609,tt14520384,6.6,10
666687,tt14521830,5.2,14
666730,tt1452293,4.8,248
666731,tt1452294,2.3,467
666732,tt1452297,6.8,1037
666794,tt14525460,5.6,242
666821,tt1452599,3.7,841
666825,tt14526096,4.6,17
666832,tt1452628,4.8,26344
666860,tt14526866,2.0,36
666890,tt14527836,6.7,4306
666920,tt1452844,6.4,29
666942,tt14529246,5.9,68
666945,tt1452936,8.2,7
667002,tt14531632,6.6,20
667029,tt14532328,8.0,10
667045,tt1453245,5.1,5017
667062,tt1453262,6.3,136
667075,tt14532974,5.5,37
667130,tt1453403,4.1,1007
667131,tt1453405,7.3,357129
667133,tt1453408,7.2,264
667143,tt1453428,4.4,198
667157,tt1453440,2.3,33
667158,tt14534402,7.0,46
667161,tt1453446,5.1,21
667188,tt14534992,4.7,404
667220,tt14536184,5.4,9
667255,tt14537540,4.1,184
667316,tt14538678,6.6,12
667319,tt14538850,3.8,1312
667364,tt1453954,2.7,157
667384,tt1453967,5.8,210
667416,tt1454029,8.1,456081
667464,tt14540764,6.6,250
667473,tt1454099,2.6,212
667546,tt14544328,8.8,121
667557,tt14544434,9.5,6
667571,tt1454462,5.7,97
667579,tt1454468,7.7,820205
667587,tt1454484,2.9,22
667614,tt1454505,6.8,6180
667617,tt14545150,5.5,14
667624,tt1454523,6.9,4818
667633,tt1454538,7.9,13
667637,tt1454542,3.8,74
667639,tt1454545,7.5,2591
667675,tt1454577,6.3,367
667681,tt1454592,7.1,13
667695,tt14546082,6.2,194
667696,tt1454609,6.3,300
667698,tt1454612,6.9,447
667699,tt1454613,4.9,138
667716,tt14546496,4.8,28
667719,tt14546614,3.4,47
667720,tt14546630,4.2,555
667723,tt14546664,4.2,75
667732,tt1454700,7.9,928
667736,tt1454705,6.1,50
667742,tt1454718,6.6,704
667744,tt1454723,7.2,12
667754,tt14547524,5.6,1351
667807,tt1454907,5.4,602
667809,tt1454910,6.7,1697
667832,tt14549558,5.5,871
667835,tt1454964,7.7,54
667847,tt14549954,7.1,94
667852,tt1455000,8.6,11
667857,tt1455019,5.9,16
667871,tt14550450,5.6,63
667955,tt1455151,7.2,7310
667964,tt1455171,5.6,14
667978,tt1455180,7.9,147
667986,tt1455193,7.4,13
668004,tt14552222,7.9,13
668010,tt14552328,6.1,17
668113,tt14554338,7.9,2521
668183,tt1455613,3.6,97
668188,tt1455618,7.0,114
668190,tt1455619,3.5,180
668194,tt1455627,8.2,8
668200,tt14556392,7.2,321
668226,tt1455680,9.0,7
668239,tt14557056,3.5,27
668271,tt1455807,4.7,184
668275,tt14558102,5.4,908
668277,tt1455811,5.8,11082
668291,tt1455825,5.3,218
668373,tt1456060,6.8,9235
668380,tt1456075,8.3,15
668432,tt14562672,9.0,6
668449,tt14563504,5.4,54
668460,tt14564384,2.9,66
668472,tt1456472,6.7,13699
668473,tt1456477,7.2,1249
668500,tt1456520,4.0,538
668509,tt14565414,9.2,2155
668519,tt1456606,5.2,2115
668523,tt1456635,6.8,87330
668524,tt1456636,8.3,11
668528,tt1456660,7.3,2423
668529,tt1456661,6.2,10543
668640,tt14569286,4.4,60
668646,tt1456939,6.4,289
668647,tt1456941,6.1,31264
668657,tt14569542,6.7,95
668663,tt1456964,7.7,73
668682,tt1457045,5.6,45
668691,tt14570802,5.7,25
668826,tt14574148,8.3,15
668910,tt1457599,5.0,10
668986,tt14577152,5.3,454
668987,tt14577172,4.5,105
668994,tt1457726,4.4,339
668997,tt14577300,3.4,4094
669006,tt1457742,5.4,201
669020,tt1457764,6.2,41
669022,tt1457765,5.2,17373
669023,tt1457766,4.5,2524
669024,tt1457767,7.5,501300
669035,tt14577742,7.9,1011
669048,tt14578032,4.2,1230
669181,tt1458169,5.9,37224
669183,tt1458175,7.3,196981
669225,tt14582826,7.2,20
669303,tt1458389,7.5,74
669366,tt1458503,4.3,701
669384,tt1458536,4.3,48
669388,tt1458550,6.8,200
669406,tt14585902,3.9,71
669427,tt14586176,5.5,824
669429,tt1458624,5.8,17
669458,tt1458655,7.8,11
669464,tt1458666,6.5,32
669475,tt1458696,8.7,44
669483,tt14587086,9.0,6
669492,tt1458730,7.0,33
669565,tt1458902,3.7,934
669573,tt1458915,4.7,5912
669586,tt1458930,7.2,8
669590,tt14589416,5.2,18
669631,tt1459000,5.2,304
669644,tt1459012,6.5,5422
669645,tt1459013,4.3,2915
669659,tt1459026,5.9,1795
669722,tt14591278,6.5,606
669736,tt14591614,5.2,118
669752,tt1459219,6.9,273
670049,tt14598156,6.9,79
670077,tt14598598,6.8,1016
670084,tt14598754,7.3,7445
670130,tt14599502,7.6,8
670176,tt14599938,6.7,2601
670293,tt14604562,4.6,118
670294,tt14604564,3.5,513
670340,tt14605182,6.4,176
670341,tt14605210,6.5,107
670405,tt14606120,7.1,1286
670408,tt1460632,6.4,56
670416,tt1460641,4.4,102
670417,tt1460643,3.0,1024
670418,tt1460646,2.7,286
670426,tt1460661,7.7,15
670456,tt1460743,6.8,8268
670463,tt1460766,3.8,53
670474,tt1460798,6.0,191
670519,tt14609676,6.7,15
670522,tt14609884,3.8,19
670576,tt14611368,5.0,384
670585,tt14611910,6.7,287
670593,tt1461211,6.5,212
670605,tt1461242,4.2,595
670612,tt1461249,5.2,1155
670648,tt1461289,5.1,33
670654,tt1461300,5.5,13
670656,tt1461302,6.6,40
670705,tt1461387,4.4,282
670709,tt1461395,3.0,239
670711,tt1461397,5.0,189
670715,tt1461405,5.0,59
670725,tt1461432,7.9,75
670727,tt1461436,7.1,14
670729,tt14614690,7.5,58
670805,tt1461698,4.9,115
670841,tt14617336,4.6,13
670851,tt14617622,5.8,12
670853,tt14617732,7.6,38
670882,tt14618708,8.4,28
670959,tt1462041,6.0,66970
670961,tt1462044,2.4,569
670970,tt1462053,5.6,246
670971,tt1462054,6.1,5024
670975,tt1462058,6.0,261
670979,tt14620732,6.3,39
670980,tt14621038,1.7,177
671098,tt14623168,4.5,9
671117,tt14623762,4.0,1536
671120,tt14623808,6.0,122
671126,tt14623966,8.7,28
671131,tt1462411,5.7,1993
671140,tt14624318,6.2,65
671146,tt1462438,5.6,12
671148,tt14624430,3.1,21
671178,tt1462506,6.1,132
671184,tt14625190,7.0,832
671207,tt1462557,8.2,50
671215,tt1462562,3.3,49
671226,tt14625702,5.5,159
671227,tt1462570,8.2,12
671231,tt1462576,7.1,10
671253,tt1462649,6.1,44
671259,tt1462667,6.8,13702
671262,tt14626814,6.4,16
671268,tt14627004,6.2,13
671276,tt1462715,5.4,11
671287,tt1462757,4.9,2280
671289,tt1462758,7.0,160911
671293,tt1462763,6.4,116
671294,tt1462765,7.8,40
671297,tt1462768,7.1,309
671298,tt1462769,6.6,47063
671314,tt1462798,7.9,19
671336,tt1462834,6.9,32
671341,tt1462840,5.9,11
671365,tt1462900,6.5,34501
671366,tt1462901,5.6,6510
671373,tt14629580,4.6,225
671482,tt14631532,6.0,33
671486,tt1463158,5.4,31
671492,tt1463167,6.3,143
671533,tt1463208,4.7,140
671556,tt14633194,4.1,233
671570,tt1463403,6.3,348
671573,tt1463410,6.7,79
671593,tt1463450,4.1,169
671670,tt14636620,7.4,46
671681,tt14636934,6.2,69
671717,tt1463774,5.4,26
671724,tt1463775,8.8,14
671737,tt14637930,4.4,134
671830,tt1464008,4.3,8
671831,tt1464009,8.4,29
671837,tt14640242,6.2,3927
671880,tt1464174,4.4,27712
671885,tt14641876,6.6,5
671891,tt1464191,6.2,3198
671895,tt14642116,8.5,7
671901,tt14642304,8.1,11
671912,tt1464251,6.0,227
671949,tt1464303,5.8,28
671966,tt1464346,8.4,14
672075,tt1464526,5.8,33
672079,tt1464535,5.1,4235
672082,tt1464539,5.3,3860
672083,tt1464540,6.1,237889
672098,tt1464576,8.0,8
672099,tt1464580,6.4,42694
672103,tt1464590,6.3,61
672110,tt1464606,5.2,957
672150,tt1464736,6.8,15
672158,tt1464755,7.7,43
672159,tt1464763,5.4,35508
672351,tt14653026,6.8,72
672414,tt1465474,7.0,312
672417,tt1465477,7.8,21
672418,tt1465478,4.9,2655
672421,tt1465482,6.3,296
672425,tt1465487,6.7,26692
672426,tt1465488,3.3,25
672430,tt14654904,8.3,26
672434,tt14654918,3.0,149
672438,tt1465496,5.0,539
672439,tt1465497,6.4,72
672441,tt1465499,5.2,585
672444,tt1465505,6.3,5842
672450,tt1465513,5.4,356
672451,tt1465514,5.3,59
672455,tt1465518,6.2,1104
672456,tt1465519,4.5,1640
672457,tt1465522,7.5,178773
672462,tt1465533,5.9,10776
672592,tt1465840,4.6,523
672600,tt1465851,4.5,37
672602,tt1465854,7.0,140
672629,tt14659498,8.6,28
672647,tt1466054,7.2,2355
672649,tt1466057,6.0,48
672650,tt1466058,6.6,88
672654,tt1466068,5.3,173
672655,tt1466069,7.4,59
672701,tt14662334,9.1,15
672729,tt14663150,5.9,18
672745,tt14663456,6.0,28
672787,tt14664116,8.5,82
672813,tt1466447,5.9,7
672818,tt1466458,6.6,9
672823,tt1466467,7.6,20
672860,tt1466568,5.0,323
672862,tt1466570,6.7,428
672923,tt14667700,7.2,52
672937,tt14668224,3.4,2004
672984,tt1466974,4.0,17
673031,tt14670524,6.1,7
673037,tt1467061,6.3,1046
673048,tt1467088,5.1,2099
673063,tt1467095,6.5,9
673066,tt1467097,7.3,15
673141,tt1467262,6.2,7
673146,tt14672692,5.1,57
673147,tt1467269,6.6,119
673151,tt1467273,7.1,5244
673154,tt1467280,6.9,315
673164,tt1467299,6.3,376
673168,tt1467304,4.4,79313
673170,tt1467306,6.6,1666
673183,tt1467349,5.4,31
673186,tt1467355,8.4,5
673187,tt14673560,6.3,2685
673189,tt1467366,6.7,16
673200,tt1467378,6.8,22
673205,tt1467388,6.3,3166
673207,tt1467391,4.2,2947
673216,tt1467405,6.6,400
673280,tt14675732,8.7,7
673557,tt1468294,5.7,67
673561,tt1468313,4.7,983
673570,tt1468322,6.8,729
673574,tt1468337,6.8,178
673592,tt1468372,6.8,8
673594,tt1468373,5.7,32
673596,tt1468375,6.9,8
673602,tt1468381,5.8,1387
673605,tt1468387,6.4,2875
673707,tt14686886,6.7,50
673716,tt1468700,6.5,1863
673718,tt1468703,2.8,1269
673721,tt1468705,6.0,126
673725,tt1468710,6.2,10
673726,tt1468711,6.6,47
673728,tt1468715,4.8,114
673741,tt1468727,3.6,326
673746,tt1468736,6.2,65
673748,tt1468737,6.8,87
673752,tt1468741,8.6,49
673754,tt1468746,5.6,20
673756,tt1468748,7.7,9
673762,tt1468757,3.3,901
673808,tt1468829,4.9,2792
673824,tt1468842,7.6,11
673826,tt1468843,6.2,2508
673828,tt1468846,5.2,23530
673847,tt1468883,6.5,23
673848,tt14688950,6.7,42
673887,tt14690080,5.6,651
674066,tt14692892,2.0,46
674067,tt1469290,7.2,9
674073,tt1469304,5.5,185611
674095,tt1469387,6.0,101
674105,tt14694114,3.8,56
674121,tt14694744,4.4,111
674251,tt1469884,6.1,37
674258,tt1469895,6.3,86
674313,tt1470020,5.7,565
674314,tt1470021,5.0,597
674315,tt1470022,4.6,977
674316,tt1470023,5.6,45598
674317,tt1470024,6.9,4696
674351,tt14700948,5.9,3492
674363,tt14701176,5.8,94
674381,tt1470172,5.0,241
674382,tt1470173,6.3,230
674401,tt14702286,9.8,6
674408,tt14702554,8.9,18
674480,tt1470588,8.8,20
674498,tt1470610,7.5,103
674500,tt1470615,8.1,10
674537,tt1470691,8.6,13
674562,tt1470719,5.4,71
674596,tt14707752,2.8,10
674612,tt1470822,1.2,182
674615,tt1470827,6.4,92769
674630,tt1470846,4.4,481
674631,tt14708464,6.6,9
674641,tt1470859,6.3,701
674659,tt14708802,5.6,7
674661,tt1470883,6.7,83
674672,tt1470910,4.0,222
674673,tt1470913,7.0,82
674691,tt14709478,7.8,9
674741,tt1471171,6.6,465
674773,tt1471236,5.2,384
674775,tt1471247,7.4,829
674776,tt1471248,7.5,38
674810,tt1471324,2.4,579
674854,tt14713814,6.4,406
674908,tt14715098,6.6,22
674936,tt14715744,7.8,84
674942,tt14715806,9.4,53
674953,tt14715982,8.5,33
674962,tt14716076,6.6,5
675010,tt14716932,5.9,627
675141,tt14720502,5.9,273
675146,tt1472059,5.8,3168
675165,tt1472082,4.4,604
675215,tt1472192,5.1,306
675223,tt1472195,4.6,1860
675237,tt1472209,8.6,9
675238,tt1472211,6.3,32
675249,tt14722502,6.8,33
675303,tt14723224,1.5,38008
675311,tt14723260,4.1,57
675350,tt1472454,5.8,109
675351,tt1472460,5.6,757
675352,tt1472464,6.3,801
675377,tt14725096,6.0,5
675396,tt1472543,7.6,22
675400,tt14725488,4.6,16
675423,tt1472583,4.0,542
675424,tt1472584,4.6,19591
675473,tt14727298,7.2,77
675545,tt14728942,8.2,52
675615,tt1473063,7.0,3985
675618,tt14730740,2.3,142
675636,tt14731142,5.5,5892
675638,tt1473121,6.5,615
675647,tt1473149,6.7,1355
675655,tt1473179,7.4,31
675656,tt1473181,7.6,8
675660,tt14732108,6.6,31
675682,tt14732424,6.1,60
675689,tt14732506,3.2,115
675717,tt1473336,4.4,34
675726,tt1473352,5.8,783
675727,tt1473357,5.8,2140
675729,tt1473361,4.7,185
675742,tt1473397,5.3,3644
675755,tt14734144,3.0,47
675762,tt14734290,7.3,24
675770,tt14734392,6.2,19
675794,tt14734766,5.2,6
675853,tt14735160,5.7,698
675946,tt1473785,3.6,21
675963,tt1473832,6.5,75825
675992,tt14739128,7.6,286
676020,tt14739932,5.2,135
676026,tt14740326,4.4,183
676081,tt14741844,3.3,109
676113,tt1474228,4.5,10
676124,tt1474255,5.6,313
676128,tt14742596,8.9,96
676132,tt1474268,5.8,136
676137,tt1474276,7.4,29643
676193,tt1474456,2.9,136
676216,tt1474556,7.6,13
676244,tt14746270,3.5,19
676303,tt14747990,7.4,20
676304,tt1474800,5.5,18
676306,tt14748042,5.6,10
676309,tt14748114,4.0,10
676310,tt14748152,8.7,1200
676312,tt1474816,6.6,105
676313,tt1474817,6.5,19
676318,tt1474826,8.8,22
676334,tt1474844,8.6,27
676346,tt1474859,5.6,72
676358,tt1474889,5.1,1730
676361,tt1474897,6.2,322
676377,tt14749948,6.9,211
676379,tt14749986,5.2,99
676402,tt1475107,6.9,9
676431,tt1475132,5.6,35
676436,tt1475135,3.5,30
676439,tt1475137,6.1,17
676468,tt14751706,3.3,36
676481,tt1475198,7.7,11
676483,tt1475205,7.1,11
676519,tt1475330,4.3,463
676549,tt1475400,5.8,1776
676615,tt1475531,3.7,265
676624,tt1475549,3.0,543
676633,tt1475569,2.6,607
676637,tt1475577,4.3,27
676646,tt14755962,5.8,14
676664,tt14757694,8.5,8
676673,tt14757872,6.4,3837
676677,tt14758136,6.6,22
676751,tt14759678,4.4,74
676767,tt14760092,4.5,41
676799,tt14760682,8.1,62
676808,tt14760842,6.9,43
676844,tt1476250,6.7,109
676847,tt1476252,6.5,191
676892,tt14763720,6.5,47
676897,tt1476411,5.9,102
676901,tt1476422,7.5,12
676902,tt1476425,6.3,11087
676904,tt1476428,5.6,97
676909,tt14764476,5.7,16
676917,tt14764736,8.2,69
676924,tt14764886,5.5,62
676965,tt14766058,6.6,59
677069,tt14770122,7.2,15
677092,tt1477076,5.5,98733
677115,tt1477109,6.0,6152
677120,tt1477118,5.1,363
677141,tt1477173,5.6,291
677142,tt1477178,6.4,30
677143,tt1477180,1.8,940
677147,tt1477185,4.2,1152
677196,tt14773112,5.1,68
677217,tt14773536,8.1,44
677225,tt14773734,9.0,932
677228,tt14773800,5.9,367
677246,tt14773866,7.5,514
677247,tt14773880,5.8,51
677252,tt14773990,5.8,228
677298,tt14775496,6.3,164
677301,tt14775586,6.7,276
677306,tt14775666,6.6,1024
677315,tt14775748,7.4,1217
677317,tt14775784,7.5,4205
677376,tt1477652,7.7,10
677386,tt14776894,6.4,368
677389,tt14776918,7.0,804
677394,tt1477704,2.6,163
677421,tt14778138,5.1,42
677429,tt1477834,6.8,466259
