,tconst,averageRating,numVotes
459056,tt1018824,5.2,18
459059,tt1018826,8.3,7
459061,tt1018830,6.3,906
459063,tt10188328,5.9,48
459066,tt10188398,5.3,402
459133,tt1018904,7.4,9
459145,tt10189300,7.4,3762
459163,tt10189466,6.2,183
459173,tt10189514,8.7,114200
459179,tt10189536,4.6,1331
459180,tt10189540,5.8,85
459236,tt10190390,5.4,83
459290,tt10192308,3.4,16
459297,tt10192566,4.9,3544
459300,tt10192598,6.2,35
459305,tt10192704,6.3,3602
459333,tt10193468,7.3,26
459355,tt1019421,4.6,20
459367,tt1019442,8.3,43
459369,tt1019449,8.2,13
459370,tt1019450,8.7,28
459372,tt1019452,7.0,142673
459388,tt10195210,6.1,478
459396,tt10195336,7.9,11
459405,tt10195452,6.7,3461
459407,tt10195614,3.2,1437
459423,tt10195722,5.4,65
459444,tt10195802,7.0,7
459468,tt10195976,5.9,248
459476,tt10196140,6.5,1277
459505,tt10196398,6.7,5314
459510,tt10196464,7.5,5493
459527,tt10196620,4.9,668
459599,tt10197632,4.5,116
459601,tt10197650,5.9,361
459631,tt10198072,4.6,930
459711,tt10198952,5.9,15
459730,tt1019919,5.3,266
459755,tt10199586,6.7,9482
459756,tt10199588,5.2,29
459757,tt10199590,7.6,24910
459760,tt10199640,7.2,11188
459763,tt10199664,7.2,1416
459764,tt1019966,6.9,261
459765,tt10199668,5.8,285
459766,tt10199670,4.6,1161
459789,tt10199914,6.8,15667
459798,tt10199974,8.1,4563
459813,tt1020022,4.7,296
459821,tt1020048,6.4,22
459823,tt10200522,2.0,25
459825,tt1020055,5.7,9457
459827,tt1020063,5.6,31
459833,tt1020072,7.5,91689
459933,tt10203762,5.1,14
459934,tt10203788,5.0,67
459958,tt10203940,3.1,126
459961,tt10203982,5.5,187
459980,tt10204316,3.5,132
459982,tt10204366,6.7,1493
459985,tt10204512,3.6,647
460000,tt10204704,3.8,75
460029,tt10204940,7.2,2336
460035,tt10204998,4.2,547
460037,tt10205016,7.0,12
460039,tt10205046,5.4,105
460050,tt1020530,6.7,85092
460057,tt1020543,5.8,9375
460066,tt1020558,6.3,82978
460073,tt1020578,4.4,72
460088,tt10206162,5.9,15
460090,tt10206204,4.5,29
460106,tt10206400,5.2,244
460127,tt10206614,6.1,166
460129,tt10206818,6.7,448
460216,tt10207710,4.8,935
460217,tt1020773,7.2,24689
460218,tt10207850,4.8,403
460228,tt10207954,6.8,609
460246,tt10208194,6.7,2556
460247,tt10208198,6.9,14510
460284,tt1020869,5.2,40
460288,tt1020874,3.8,164
460293,tt1020884,6.7,174
460294,tt1020885,5.1,20213
460295,tt1020886,7.2,12
460297,tt1020889,6.8,752
460303,tt1020899,6.3,106
460338,tt1020936,6.8,285
460341,tt1020940,5.8,9
460349,tt1020950,5.9,224
460354,tt1020955,6.1,2144
460361,tt1020961,7.9,46
460366,tt1020972,7.5,1931
460376,tt1020976,6.7,402
460387,tt1020982,6.2,163
460400,tt1020996,5.3,979
460409,tt1021004,6.5,5337
460455,tt10210882,6.2,85
460506,tt10213380,6.6,1245
460539,tt10214162,6.4,16
460541,tt10214198,5.4,25
460546,tt10214316,4.7,154
460558,tt10214520,6.9,46
460568,tt10214754,7.0,219
460569,tt10214826,8.4,13818
460572,tt10214842,4.2,1489
460574,tt10214900,8.0,13
460626,tt10216812,1.5,166
460634,tt10217148,8.3,26
460658,tt10217550,7.3,2292
460670,tt10217624,7.2,133
460687,tt10217780,6.0,237
460735,tt10218664,6.2,2109
460736,tt10218674,5.7,980
460740,tt10218782,4.7,35
460746,tt10218878,5.4,7
460750,tt10218912,7.1,5296
460767,tt10219146,7.2,1003
460798,tt10219406,6.0,360
460809,tt10219512,4.7,15
460811,tt10219674,5.2,137
460832,tt10220406,2.6,239
460866,tt10221732,6.7,19
460887,tt10222752,4.8,158
460918,tt10223114,5.2,47
460945,tt10223546,6.1,752
460958,tt10223876,2.7,365
461034,tt10224624,6.0,484
461052,tt10224714,5.0,15
461089,tt10225092,6.5,221
461094,tt1022513,3.5,382
461106,tt10225288,6.5,190
461123,tt1022571,5.2,120
461129,tt10225926,3.9,316
461132,tt1022603,7.7,511523
461186,tt10228134,5.6,30603
461188,tt10228168,6.7,7056
461192,tt10228188,5.9,73
461193,tt10228204,6.3,1137
461212,tt10228546,6.5,363
461222,tt1022870,4.2,31
461224,tt1022871,4.9,13
461226,tt1022877,5.2,715
461229,tt1022882,5.3,13
461231,tt1022883,4.7,2601
461233,tt1022885,6.6,966
461251,tt10229068,8.8,21
461274,tt10229550,4.9,26
461276,tt10229558,6.1,16682
461277,tt10229588,7.4,16
461279,tt10229602,5.5,193
461306,tt10229932,7.4,249
461308,tt10229982,6.6,1501
461322,tt10230190,4.0,5
461326,tt10230288,7.1,33
461340,tt10230352,6.1,9
461342,tt10230376,4.2,75
461343,tt10230404,4.4,5316
461345,tt10230414,6.8,7609
461346,tt10230422,5.8,5667
461347,tt10230426,4.2,19551
461348,tt10230436,7.5,1350
461351,tt10230492,5.4,148
461354,tt10230576,7.7,73
461364,tt10230994,5.6,26059
461368,tt1023111,6.5,101663
461369,tt1023114,7.3,116704
461371,tt1023119,5.5,15
461392,tt1023140,7.9,14
461434,tt10232800,7.6,5
461442,tt10233050,7.9,35
461455,tt10233354,4.5,26
461458,tt1023336,8.6,8
461465,tt1023339,7.6,69
461471,tt1023342,6.2,188
461474,tt1023344,3.1,326
461480,tt1023346,6.0,761
461482,tt1023347,1.6,1617
461483,tt1023348,5.5,36
461530,tt10234010,8.7,10
461542,tt10234084,4.2,62
461584,tt1023441,6.3,6707
461587,tt10234450,2.8,250
461590,tt10234470,4.7,95
461593,tt10234494,3.9,54
461606,tt10234650,5.1,21
461613,tt10234740,5.5,24
461642,tt1023481,6.2,87710
461655,tt1023490,7.2,17954
461660,tt10234992,5.1,12
461663,tt1023500,6.0,22181
461669,tt1023505,6.8,53
461698,tt10235600,3.5,1252
461701,tt10235718,4.8,2229
461781,tt10237612,7.1,702
461821,tt10238708,4.3,223
461843,tt10239320,6.2,539
461856,tt10239930,3.8,1220
461871,tt10240656,5.9,92
461876,tt10240688,6.3,379
461882,tt10240720,4.8,94
461888,tt10240752,5.2,25
461892,tt10240886,7.4,124
461896,tt10241002,2.3,7
461899,tt10241024,6.3,48
462000,tt1024219,5.6,347
462006,tt1024232,2.4,339
462018,tt1024255,6.1,57390
462024,tt10242898,7.1,12
462043,tt10243676,5.4,514
462044,tt10243678,6.5,4788
462058,tt10243992,6.2,9034
462059,tt10244008,5.5,1160
462081,tt10244550,6.4,52
462116,tt10244726,6.9,808
462121,tt10244754,6.8,846
462122,tt10244756,6.9,327
462124,tt10244760,6.4,507
462127,tt10244774,3.5,161
462139,tt10244910,6.8,16
462187,tt10245616,6.3,31
462191,tt10245776,3.2,232
462210,tt10245928,5.4,8
462212,tt10245956,6.4,43
462239,tt1024648,7.7,611755
462247,tt1024661,6.4,92
462251,tt1024666,2.6,157
462268,tt1024715,6.4,32682
462288,tt1024733,6.3,3448
462296,tt1024744,5.3,3156
462298,tt1024746,5.8,222
462305,tt10247678,4.0,3979
462306,tt1024770,4.7,774
462307,tt10247750,6.4,73
462328,tt1024820,5.8,668
462329,tt1024824,6.2,12
462331,tt10248334,7.0,424
462332,tt10248344,3.5,79
462347,tt1024855,5.1,1188
462348,tt1024856,5.5,324
462376,tt1024896,5.1,733
462378,tt1024899,5.3,951
462411,tt10249292,4.8,13
462424,tt1024942,7.2,4876
462425,tt1024943,6.7,43604
462438,tt1024951,4.0,296
462464,tt1024983,7.6,9
462470,tt1024992,6.2,26
462511,tt10250750,5.3,219
462542,tt1025100,5.7,113329
462547,tt1025102,5.5,383
462569,tt10251300,5.3,63
462573,tt10251538,5.4,878
462580,tt10251962,5.3,75
462583,tt10252330,6.5,730
462607,tt10253466,5.6,2770
462619,tt10253816,6.7,1278
462712,tt10255320,3.5,430
462717,tt10255374,4.2,282
462783,tt10256570,6.7,2356
462791,tt10256894,4.7,74
462851,tt10259162,5.6,75
462886,tt10260042,7.0,1647
462903,tt10260294,4.1,937
462924,tt10260534,4.7,635
462927,tt10260554,3.7,20
462940,tt10260692,5.3,1342
462945,tt10260810,4.0,28
462947,tt10260844,3.6,683
462982,tt10261338,6.0,235
463016,tt10262112,6.4,15
463018,tt10262160,4.9,117
463019,tt10262168,4.1,69
463030,tt10262380,5.8,3984
463036,tt10262492,3.8,54
463042,tt10262648,7.3,9596
463045,tt10262712,6.2,115
463064,tt10263222,4.9,16
463070,tt10263320,1.4,8881
463126,tt10264340,2.4,5256
463136,tt10264732,7.4,59
463137,tt10264878,5.7,488
463145,tt10265034,6.6,10461
463184,tt10266862,7.1,15
463191,tt10267020,5.3,32
463287,tt10268316,4.4,22
463293,tt10268550,6.5,823
463333,tt10269620,4.9,43
463336,tt10269680,4.1,318
463337,tt10269684,3.7,211
463361,tt1027008,7.6,15
463363,tt10270114,3.4,265
463377,tt1027021,7.0,21
463382,tt1027022,7.5,22
463416,tt10270592,5.5,374
463481,tt1027198,4.6,89
463493,tt10272386,8.2,146673
463494,tt10272460,7.0,246
463495,tt10272534,6.3,5223
463546,tt10273384,2.7,289
463582,tt10274284,6.0,9398
463601,tt10274466,1.8,40
463610,tt10274594,7.0,278
463611,tt10274598,2.9,20
463656,tt10275080,2.1,297
463664,tt10275180,4.1,22
463677,tt10275398,4.7,47
463678,tt10275440,6.0,493
463681,tt10275546,6.9,694
463692,tt10276054,6.1,163
463704,tt10276160,4.9,219
463738,tt10276470,6.1,13521
463759,tt10276706,1.6,388
463765,tt1027683,3.8,1924
463775,tt1027718,6.2,103015
463776,tt1027729,6.4,74
463782,tt1027747,4.8,2696
463788,tt1027760,6.2,252
463789,tt1027762,5.6,3391
463806,tt10277930,6.2,84
463816,tt1027812,6.1,70
463818,tt10278136,6.2,17
463826,tt1027820,5.6,4889
463840,tt1027836,7.4,33
463843,tt10278386,4.2,183
463867,tt1027862,6.1,18796
463873,tt1027873,3.4,508
463874,tt1027874,3.4,520
463892,tt10279010,5.9,652
463893,tt10279092,7.6,49
463894,tt10279102,6.1,45
463895,tt10279104,7.1,32
463907,tt10279362,5.9,7246
463939,tt10280172,4.5,78
463948,tt10280220,6.7,437
463958,tt10280276,4.2,73548
463959,tt10280296,8.4,41489
464123,tt10283868,8.5,8
464125,tt10283902,5.1,2704
464127,tt10283960,6.3,82
464195,tt1028528,7.0,290166
464201,tt1028532,8.1,282854
464205,tt1028538,6.4,31
464223,tt1028558,5.7,343
464236,tt1028576,7.2,28674
464240,tt1028581,5.3,1846
464256,tt10286140,6.4,126
464297,tt10287376,5.9,773
464308,tt10287616,6.1,185
464312,tt10287880,6.6,86
464313,tt10287908,5.4,301
464314,tt10287954,7.0,20938
464323,tt10288202,4.2,22
464340,tt10288566,7.7,152431
464361,tt10289350,4.6,223
464379,tt10290062,6.8,185
464395,tt10290352,6.4,510
464397,tt10290510,5.5,593
464412,tt10290998,7.1,111
464423,tt1029120,6.4,12733
464425,tt1029123,6.2,582
464429,tt1029134,6.0,5446
464431,tt1029137,6.2,146
464432,tt1029139,4.9,165
464458,tt10292050,5.9,314
464475,tt1029227,6.0,112
464478,tt1029231,5.3,23157
464480,tt1029234,7.0,94082
464481,tt1029235,7.3,28319
464486,tt1029241,5.2,5820
464502,tt1029269,5.6,411
464508,tt1029285,5.8,284
464521,tt10292974,6.2,16
464549,tt10293308,3.1,582
464557,tt10293406,6.8,169053
464564,tt1029360,4.9,58408
464570,tt1029364,4.4,121
464602,tt1029385,6.6,44
464609,tt1029392,6.8,53
464631,tt10294046,5.6,15
464632,tt10294052,4.3,127
464649,tt10294344,4.8,45
464665,tt10294458,7.5,22
464678,tt10294858,7.6,617
464684,tt10295074,6.8,236
464688,tt10295212,8.4,119907
464696,tt10295430,3.6,343
464709,tt10295602,6.1,837
464729,tt10295936,5.2,268
464777,tt10297320,3.9,325
464781,tt10297530,5.5,163
464817,tt10298454,6.3,283
464842,tt10298870,6.1,115
464869,tt10299528,5.3,15
464881,tt10299856,7.0,10
464883,tt10299902,4.6,297
464885,tt10299932,3.9,11
464895,tt10300166,5.4,20
464896,tt10300174,6.7,930
464905,tt10300276,3.3,9
464908,tt10300286,5.2,123
464918,tt10300380,3.5,421
464922,tt10300450,3.4,810
464924,tt10300570,8.9,3236
464934,tt10300674,5.1,160
464939,tt10300710,6.3,296
465049,tt10302896,6.1,20
465095,tt10303324,4.1,11311
465100,tt10303430,5.5,8594
465125,tt10303892,4.7,1598
465167,tt10305328,2.1,540
465181,tt10305616,5.8,1086
465215,tt10306450,4.7,459
465219,tt10306516,5.8,273
465236,tt10307440,6.0,8854
465250,tt10307724,5.4,3459
465257,tt10307856,4.6,792
465263,tt10307922,5.8,362
465305,tt10308500,8.0,39
465306,tt10308502,4.4,365
465308,tt10308538,6.4,114
465313,tt10308634,7.3,939
465325,tt10308928,4.5,11314
465345,tt10309218,6.2,249
465358,tt10309362,5.8,23
465365,tt10309552,5.4,4397
465367,tt10309574,6.6,388
465369,tt10309670,5.9,108
465375,tt10309902,6.4,27259
465376,tt10309906,5.8,9670
465387,tt10310010,3.5,234
465389,tt10310074,5.8,754
465391,tt10310140,5.9,24896
465401,tt10310222,6.2,1746
465411,tt10311018,7.3,838
465455,tt1031224,4.5,513
465466,tt1031241,6.7,5097
465467,tt1031243,5.2,1066
465478,tt1031256,6.4,293
465492,tt1031276,3.3,599
465501,tt1031280,6.1,37841
465505,tt1031282,2.8,954
465556,tt10313192,6.2,27
465622,tt10313694,8.7,30
465626,tt10313748,7.0,80
465635,tt10313806,3.5,338
465682,tt10314344,4.7,244
465692,tt10314450,5.9,17021
465704,tt10314548,5.7,1045
465731,tt10315082,5.3,114
465770,tt1031562,6.8,57
465773,tt1031576,6.4,31
465777,tt1031606,6.2,102
465778,tt1031607,4.1,383
465793,tt1031658,4.1,448
465794,tt1031660,6.0,68
465808,tt1031684,5.5,33
465897,tt10318440,5.2,154
465931,tt1031932,6.4,428
465936,tt1031941,7.5,31
465941,tt1031947,6.7,758
465944,tt10319486,4.2,4840
465959,tt10319676,2.6,229
465962,tt1031969,6.2,38856
465966,tt1031971,6.8,46
465968,tt1031973,6.9,205
465985,tt10320050,7.0,6495
466050,tt10321126,4.4,26
466054,tt10321138,3.1,25
466100,tt10322172,4.4,32
466104,tt10322272,4.9,34
466106,tt10322278,5.6,23
466174,tt10322726,5.8,132
466207,tt10323168,5.4,120
466208,tt10323178,4.3,369
466209,tt10323214,6.3,437
466227,tt10323688,4.0,607
466245,tt10324122,4.9,5401
466246,tt10324144,8.1,33558
466290,tt10325070,5.2,268
466320,tt10325662,6.5,12
466392,tt10326918,3.9,148
466398,tt10327130,8.3,31
466402,tt10327252,5.4,33126
466415,tt1032746,5.7,701
466417,tt1032749,3.8,747
466419,tt1032751,6.2,26476
466422,tt1032755,7.2,251513
466424,tt1032758,5.3,20
466426,tt1032763,5.4,2154
466431,tt10327712,6.1,1190
466449,tt10327842,3.1,907
466464,tt10327974,6.1,79
466471,tt10328018,4.7,40
466486,tt1032815,5.3,35537
466487,tt1032817,6.4,3865
466488,tt1032819,6.2,14827
466490,tt1032825,6.3,19327
466491,tt10328288,6.6,18
466493,tt10328320,4.7,161
466514,tt1032846,7.9,60388
466523,tt1032856,7.5,13619
466568,tt10329134,7.2,6167
466611,tt10329566,6.0,2735
466613,tt10329614,6.0,15245
466627,tt10329842,4.7,4634
466648,tt10330046,7.4,661
466667,tt10331140,3.5,370
466711,tt10332260,7.1,20
466713,tt10332272,5.6,113
466729,tt10332462,3.3,9
466744,tt10332588,6.1,10200
466758,tt10332690,4.6,465
466765,tt10332854,3.7,1090
466811,tt10333426,5.3,17776
466824,tt10333606,5.8,233
466842,tt10333912,6.3,12884
466854,tt10334148,5.4,7021
466865,tt10334410,6.1,1234
466879,tt10334602,7.1,1867
466880,tt10334624,4.6,746
466884,tt1033468,4.1,267
466896,tt10334770,5.0,9
466897,tt1033477,7.7,10
466901,tt1033483,6.3,9291
466916,tt10334998,2.7,8
466932,tt1033575,7.3,241966
466953,tt1033643,6.1,177043
467094,tt10338808,4.2,200
467098,tt10339052,6.1,4223
467104,tt10339232,5.2,28
467114,tt10339624,6.3,13
467135,tt1034010,3.6,894
467153,tt1034025,6.9,88
467158,tt1034032,5.7,135108
467160,tt1034036,5.1,25
467161,tt10340366,3.7,210
467169,tt10340452,6.2,190
467192,tt1034072,6.4,122
467194,tt10340748,5.9,89
467212,tt1034090,4.8,970
467219,tt10341034,7.2,9312
467220,tt10341040,4.7,571
467232,tt10341248,4.8,891
467271,tt10342350,5.2,17
467282,tt10342492,6.2,18
467292,tt10342730,5.2,52319
467294,tt10342914,5.4,3793
467297,tt1034293,5.9,277
467300,tt1034302,5.9,4804
467302,tt1034303,7.1,148027
467304,tt1034305,3.1,1622
467309,tt1034314,5.9,94244
467313,tt1034320,4.2,4262
467314,tt1034324,6.4,1639
467315,tt1034325,7.0,7846
467317,tt1034331,6.0,88465
467328,tt10343642,4.9,31
467343,tt1034385,6.0,15811
467348,tt1034389,6.2,70556
467352,tt1034393,4.6,251
467380,tt1034415,6.7,76625
467382,tt1034419,7.0,1754
467387,tt10344254,7.8,52
467395,tt1034431,5.7,1008
467413,tt10344522,6.5,6806
467440,tt10345102,4.4,23
467450,tt10345590,5.8,5308
467453,tt10345782,6.0,696
467483,tt10346206,6.7,135
467490,tt10346366,6.8,68
467500,tt10346674,8.0,37
467613,tt10349550,2.8,62
467627,tt10349842,5.5,48
467646,tt10350204,5.6,263
467669,tt10350626,5.6,34771
467676,tt10350922,2.6,57313
467700,tt10351124,6.1,8
467754,tt10353704,6.3,396
467780,tt10353866,5.7,584
467809,tt1035462,8.1,13
467830,tt1035501,5.7,11
467832,tt10355058,5.5,77
467847,tt10355356,6.2,13
467879,tt10356526,6.7,170
467908,tt1035729,6.6,1164
467910,tt1035730,7.0,6633
467913,tt1035733,5.4,292
467914,tt1035736,6.6,40672
467945,tt10358022,5.7,2447
467948,tt10358198,4.8,7517
467995,tt10358782,7.0,879
468063,tt10359764,7.0,45
468102,tt10360492,3.5,13
468105,tt10360592,6.3,90
468129,tt10360772,6.2,4231
468131,tt10360782,5.2,614
468136,tt10360862,6.9,5779
468138,tt10360878,4.3,124
468262,tt10362466,5.0,31388
468267,tt10362566,5.3,2965
468336,tt10364020,6.5,29
468342,tt10364272,5.1,513
468348,tt10364336,8.0,41
468350,tt10364402,5.3,222
468357,tt10364478,6.8,22
468384,tt10365730,5.8,166
468396,tt10365870,7.0,407
468415,tt10366204,7.3,148
468417,tt10366254,5.4,656
468421,tt10366330,7.6,18
468428,tt10366428,6.0,600
468430,tt10366460,8.0,124257
468432,tt10366514,6.2,4470
468436,tt10366574,7.3,2736
468446,tt10366986,5.4,6
468447,tt10367074,6.8,92
468515,tt10368514,4.4,20
468517,tt10368540,5.2,7
468526,tt10368680,4.0,237
468556,tt10369210,5.8,203
468559,tt10369252,4.0,41
468563,tt10369344,6.1,221
468604,tt10369866,4.4,728
468624,tt10370042,3.4,740
468625,tt1037004,5.7,884
468629,tt10370116,8.4,3251
468631,tt1037015,5.6,48
468653,tt10370380,7.2,3088
468654,tt10370402,5.8,685
468660,tt10370456,3.0,12
468693,tt10370710,7.8,58845
468708,tt10370822,5.6,1986
468710,tt10370840,6.1,16
468718,tt1037090,5.7,584
468720,tt10370932,7.7,2326
468756,tt1037116,6.8,1713
468764,tt1037124,4.4,88
468771,tt1037140,8.0,11
468772,tt1037146,5.2,485
468773,tt1037154,4.0,650
468775,tt1037156,6.7,4109
468776,tt1037163,7.0,2523
468777,tt1037168,4.3,56
468778,tt1037178,5.4,72
468779,tt1037180,5.3,103
468800,tt10372162,5.7,147
468801,tt1037218,6.8,12549
468802,tt1037222,4.7,1276
468803,tt1037223,6.2,809
468804,tt1037227,6.3,517
468805,tt1037228,6.6,1522
468808,tt1037230,5.9,113
468828,tt1037253,6.1,11
468830,tt1037256,6.9,56
468877,tt10373830,5.3,420
468886,tt10373914,4.8,49
468912,tt10374236,5.9,365
468944,tt10374618,7.4,23
468955,tt10374770,5.9,168
468986,tt10375106,6.6,4118
468987,tt10375110,3.8,6
468993,tt10375192,7.2,84
468994,tt10375196,8.4,94
468998,tt10375272,4.9,766
469057,tt10375916,3.3,584
469061,tt10375972,6.4,1023
469063,tt10376010,6.9,184
469070,tt10376078,6.9,264
469078,tt10376384,6.1,99
469080,tt10376478,6.8,17
469088,tt10376800,5.8,96
469105,tt1037705,6.8,317165
469116,tt10377292,6.2,52
469117,tt10377314,6.2,58
469178,tt1037850,7.5,8718
469199,tt10378660,8.2,132
469209,tt10378798,2.5,943
469213,tt10378926,5.3,224
469215,tt10378980,3.6,48
469219,tt10379006,5.1,120
469241,tt10379260,7.7,20
469266,tt10380066,2.5,386
469268,tt1038011,3.7,1729
469292,tt1038043,6.8,10116
469293,tt1038045,5.0,769
469314,tt1038072,3.5,2805
469321,tt10380744,5.3,83
469338,tt10380900,6.8,2123
469341,tt10380980,6.4,178
469344,tt10381014,6.5,2464
469347,tt10381126,5.2,523
469350,tt1038119,5.7,379
469358,tt1038142,4.9,687
469381,tt10381602,7.0,116
469390,tt10382436,5.7,69
469419,tt10383290,5.9,513
469436,tt10383542,5.0,11
469444,tt10383816,6.8,98
469455,tt10383944,5.1,117
469479,tt10384108,6.9,357
469483,tt10384130,6.4,16
469503,tt10384246,5.1,257
469524,tt10384456,3.5,278
469525,tt10384472,6.0,98
469528,tt10384504,8.7,300
469529,tt10384514,8.4,539
469532,tt10384534,7.3,27
469545,tt10384744,7.2,10818
469550,tt10384908,5.9,156
469552,tt10384944,5.6,504
469553,tt10385004,8.7,7
469577,tt10385556,6.1,224
469595,tt1038680,4.1,323
469597,tt1038685,3.0,4369
469598,tt1038686,5.2,105333
469602,tt1038693,7.1,3191
469645,tt10387818,2.4,6
469701,tt10388676,4.4,23
469708,tt1038902,2.5,471
469711,tt1038903,7.7,53
469724,tt1038915,6.1,1679
469725,tt1038916,2.7,129
469729,tt1038919,5.5,127980
469741,tt10389448,3.8,9
469763,tt1038971,5.4,2108
469772,tt1038988,7.4,179393
469776,tt10389922,6.2,613
469914,tt10393168,6.8,13
469927,tt10393440,6.0,90
469977,tt10394256,3.3,30
470006,tt10394802,4.9,95
470019,tt10395106,5.4,21
470036,tt10395748,5.5,175
470040,tt10395866,6.7,1558
470053,tt10396038,5.6,42
470054,tt1039606,7.4,33
470057,tt1039613,6.2,184
470059,tt1039614,5.0,178
470063,tt1039619,5.2,12
470065,tt1039621,7.0,51
470082,tt10396450,7.3,76
470088,tt1039651,5.2,185
470089,tt1039652,7.0,5565
470138,tt10397188,4.5,467
470139,tt10397306,6.3,43
470141,tt10397348,7.9,13
470162,tt10397696,4.2,169
470166,tt10397734,4.4,134
470172,tt1039780,6.6,405
470176,tt10397854,5.1,831
470178,tt1039786,6.0,970
470180,tt10397930,3.2,20
470187,tt10397992,4.2,273
470189,tt10398044,8.9,87
470214,tt10398376,3.8,11
470245,tt1039885,5.0,11
470250,tt1039889,6.2,2123
470251,tt1039891,6.5,423
470252,tt1039892,4.0,224
470263,tt1039902,6.9,169
470267,tt10399114,4.4,285
470271,tt1039914,6.9,557
470286,tt10399342,6.8,43
470311,tt1039949,5.7,578
470315,tt1039952,7.2,3318
470320,tt10399550,5.6,68
470339,tt10399674,3.4,290
470342,tt1039969,7.0,1115
470350,tt10399760,4.5,149
470357,tt1039980,8.2,38
470359,tt1039982,7.1,14
470361,tt1039983,4.1,815
470364,tt1039985,2.5,270
470369,tt1039989,5.4,2807
470387,tt10400028,6.3,1848
470405,tt1040014,6.4,353
470416,tt10400198,7.0,19
470429,tt1040028,6.0,114
470499,tt10402832,3.8,77
470504,tt10402898,6.9,68
470565,tt10403580,5.4,19
470575,tt10403962,6.5,448
470590,tt10404324,4.0,73
470601,tt10404530,8.4,89
470622,tt10404944,6.9,10388
470625,tt10405022,4.9,194
470629,tt10405142,6.1,1178
470657,tt10405390,5.7,172
470666,tt10405760,5.7,214
470690,tt10406596,5.8,3263
470725,tt10407272,6.6,4111
470780,tt10408818,5.8,25
470783,tt10408904,4.9,26
470788,tt10408944,4.5,112
470797,tt10409102,4.8,37
470810,tt10409498,7.0,5850
470811,tt10409554,6.4,609
470813,tt10409568,6.6,85
470814,tt10409582,5.8,130
470815,tt10409590,6.4,814
470824,tt10409774,4.4,125
470830,tt10409958,6.6,19
470883,tt10410602,5.7,168
470914,tt10411954,5.4,182
470969,tt10413092,5.9,81
470983,tt10413374,4.1,252
470986,tt10413424,5.5,42
471000,tt10413566,5.8,3675
471093,tt10414750,6.5,31
471094,tt10414756,5.8,42
471125,tt10415316,6.0,21
471146,tt10415576,5.7,421
471147,tt10415600,7.0,1144
471159,tt10415798,6.2,94
471163,tt10416008,7.0,106
471176,tt10416734,8.1,84
471206,tt1041753,5.4,1950
471215,tt10417622,7.3,488
471226,tt1041778,5.0,631
471243,tt1041804,4.1,3903
471249,tt1041825,8.7,9
471252,tt1041829,6.7,326344
471295,tt10418630,6.9,1569
471297,tt10418662,4.9,21782
471304,tt10418846,3.7,595
471308,tt10418914,3.6,23
471318,tt10418972,6.8,20
471341,tt10419266,6.8,883
471356,tt10419672,2.8,323
471482,tt10422832,3.6,10
471500,tt10423074,3.8,371
471502,tt10423106,5.3,106
471503,tt10423120,5.7,168
471505,tt10423148,5.3,165
471507,tt10423160,4.9,387
471510,tt10423214,3.8,131
471513,tt10423286,4.9,244
471603,tt1042385,7.4,42
471607,tt10423912,4.6,28
471616,tt1042424,6.7,3416
471638,tt1042497,5.2,2462
471640,tt1042499,5.3,2563
471641,tt1042503,3.0,906
471651,tt1042539,5.4,35
471663,tt10425640,5.1,1329
471668,tt1042578,7.0,9
471677,tt10426054,7.6,17
471722,tt10426580,4.6,132
471741,tt10426916,6.4,1837
471744,tt10427010,4.8,140
471770,tt10427916,6.3,8
471775,tt10427988,5.6,45
471785,tt10428118,5.5,208
471792,tt10428246,4.1,2069
471793,tt10428252,6.8,207
471797,tt10428284,7.9,67
471803,tt10428380,5.8,51
471804,tt10428440,5.8,196
471819,tt1042877,7.0,21880
471820,tt1042879,3.6,131
471823,tt1042886,8.0,18
471828,tt1042893,3.9,235
471845,tt1042916,6.3,675
471886,tt10430850,6.0,2587
471895,tt10431010,7.4,1775
471908,tt10431332,6.5,31
471918,tt10431500,8.2,48432
471922,tt10431566,5.2,128
471923,tt10431572,6.4,1518
471957,tt10431882,8.1,18
471971,tt10432140,6.9,71
471985,tt10432662,8.0,79
472066,tt10433378,8.3,7
472111,tt10433624,6.7,39
472125,tt10434142,6.4,2338
472129,tt1043421,6.6,15
472134,tt1043427,4.7,204
472148,tt1043451,6.1,7831
472176,tt10434950,2.7,9
472218,tt1043568,6.2,392
472254,tt1043635,4.9,2389
472269,tt10436798,5.5,46
472279,tt1043696,4.0,77
472316,tt1043719,5.0,178
472317,tt1043720,8.7,9
472319,tt10437216,2.2,108
472329,tt1043726,4.2,54708
472340,tt10437378,7.4,74
472352,tt10437542,2.7,271
472355,tt1043756,6.0,180
472356,tt1043757,4.8,109
472385,tt1043787,4.3,410
472386,tt1043791,3.4,563
472437,tt1043835,6.3,2346
472438,tt1043838,4.6,4030
472441,tt1043841,6.8,28
472442,tt1043842,7.0,9654
472443,tt1043844,4.9,2256
472444,tt10438454,6.2,296
472449,tt10438500,7.3,437
472452,tt10438520,5.4,250
472460,tt1043860,6.0,1680
472467,tt10438658,6.1,379
472474,tt1043869,7.3,678
472487,tt1043877,5.8,603
472575,tt10440846,9.2,5
472582,tt10441386,6.9,18
472584,tt10441486,7.4,648
472591,tt10441656,2.5,45
472596,tt10441806,5.6,5465
472599,tt10441822,5.7,1201
472612,tt10441958,5.8,1872
